Claim Number;date_of_loss;dayofweek;isweekend;month;season;Notifier;Loss_code;Loss_description;Notification_period;Inception_to_loss;Location_of_incident;Weather_conditions;Vehicle_mobile;Time_hour;Main_driver;Vechile_registration_present;Incident_details_present;Injury_details_present;TP_type_insd_pass_back;TP_type_insd_pass_front;TP_type_driver;TP_type_pass_back;TP_type_pass_front;TP_type_bike;TP_type_cyclist;TP_type_pass_multi;TP_type_pedestrian;TP_type_other;TP_type_nk;TP_injury_whiplash;TP_injury_traumatic;TP_injury_fatality;TP_injury_unclear;TP_injury_nk;TP_region_eastang;TP_region_eastmid;TP_region_london;TP_region_north;TP_region_northw;TP_region_outerldn;TP_region_scotland;TP_region_southe;TP_region_southw;TP_region_wales;TP_region_westmid;TP_region_yorkshire;sum_TP;Incurred;Capped Incurred
4250;2012-12-17;1;0;12;4;3;LD003;Head on collision;2;20;7;2;0;20;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;238;346.77057167104005
4251;2012-12-18;2;0;12;4;3;LD003;Head on collision;0;77;1;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1559;2268.5650400417285
4252;2012-12-18;2;0;12;4;3;LD003;Head on collision;1;296;7;1;1;21;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1922;2795.8298000547843
4253;2012-12-18;2;0;12;4;3;LD003;Head on collision;1;261;7;1;0;18;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;68;99.01685634048
4254;2012-12-18;2;0;12;4;3;LD003;Head on collision;1;116;7;2;0;12;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10374;15090.33816587264
4255;2012-12-18;2;0;12;4;3;LD003;Head on collision;3;349;4;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4256;2012-12-18;2;0;12;4;3;LD003;Head on collision;0;74;4;2;1;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4257;2012-12-18;2;0;12;4;3;LD003;Head on collision;1;350;4;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
4258;2012-12-18;2;0;12;4;3;LD003;Head on collision;1;31;7;1;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;24131;35101.34862801255
4259;2012-12-19;3;0;12;4;3;LD003;Head on collision;0;262;4;1;0;8;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2;75292;72728.0
4260;2012-12-19;3;0;12;4;2;LD003;Head on collision;2;230;7;2;0;11;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;312;454.969760415744
4261;2012-12-19;3;0;12;4;3;LD003;Head on collision;0;273;7;1;0;13;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;576;837.8772531614721
4262;2012-12-20;4;0;12;4;3;LD003;Head on collision;1;107;7;2;1;17;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;12966;18859.91834973389
4263;2012-12-21;5;0;12;4;3;LD003;Head on collision;0;113;7;2;0;6;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5692;8280.24229657677
4264;2012-12-22;6;1;12;4;3;LD003;Head on collision;2;223;7;2;0;13;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-6;-9.626638810880001
4265;2012-12-23;7;1;12;4;3;LD003;Head on collision;1;153;4;1;1;11;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;276;402.20308526336004
4266;2012-12-23;7;1;12;4;3;LD003;Head on collision;5;34;4;1;1;13;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0
4267;2012-12-24;1;0;12;4;3;LD003;Head on collision;0;155;4;2;0;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;230;335.76869874432003
4268;2012-12-24;1;0;12;4;3;LD003;Head on collision;44;94;7;2;1;9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;572;832.905252896512
4269;2012-12-24;1;0;12;4;3;LD003;Head on collision;4;316;1;1;1;17;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1369;1991.4871018718723
4270;2012-12-24;1;0;12;4;3;LD003;Head on collision;0;177;4;2;1;14;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2621;3813.7357777036805
4271;2012-12-25;2;0;12;4;3;LD003;Head on collision;2;207;4;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4353;6331.78944380672
4272;2012-12-27;4;0;12;4;3;LD003;Head on collision;0;258;1;1;0;5;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;389;566.4695110384641
4273;2012-12-27;4;0;12;4;3;LD003;Head on collision;18;58;7;2;0;14;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4274;2012-12-27;4;0;12;4;3;LD003;Head on collision;1;276;4;1;0;15;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4275;2012-12-28;5;0;12;4;3;LD003;Head on collision;1;36;4;2;0;21;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;272;395.85585088256
4276;2012-12-28;5;0;12;4;2;LD003;Head on collision;0;185;4;2;0;12;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;24240;35259.16203216717
4277;2012-12-29;6;1;12;4;4;LD003;Head on collision;114;339;6;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4278;2012-12-29;6;1;12;4;3;LD003;Head on collision;0;350;7;1;0;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;51379;72728.0
4279;2012-12-30;7;1;12;4;3;LD003;Head on collision;1;22;4;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;34.000018833152005
4280;2012-12-31;1;0;12;4;3;LD003;Head on collision;0;335;7;2;1;14;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;257;374.529143363072
4281;2013-01-01;2;0;1;4;3;LD003;Head on collision;1;241;7;1;0;22;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;37006;53827.911583405825
4282;2013-01-02;3;0;1;4;3;LD003;Head on collision;0;332;7;2;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
4283;2013-01-02;3;0;1;4;3;LD003;Head on collision;0;154;1;1;0;15;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.0
4284;2013-01-03;4;0;1;4;4;LD003;Head on collision;55;211;7;2;1;18;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9330;13572.058544537345
4285;2013-01-03;4;0;1;4;3;LD003;Head on collision;0;213;7;1;1;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;34.10580607283201
4286;2013-01-04;5;0;1;4;3;LD003;Head on collision;1;318;7;1;0;12;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;156;227.80224192691202
4287;2013-01-05;6;1;1;4;3;LD003;Head on collision;0;49;4;1;0;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;6160;8960.454247719168
4288;2013-01-08;2;0;1;4;3;LD003;Head on collision;2;176;7;3;0;17;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;838171;72728.0
4289;2013-01-08;2;0;1;4;3;LD003;Head on collision;0;133;7;1;0;14;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;464;675.197635981568
4290;2013-01-09;3;0;1;4;3;LD003;Head on collision;0;95;7;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;962;1400.4961086755843
4291;2013-01-09;3;0;1;4;3;LD003;Head on collision;0;82;4;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6.812698235392001
4292;2013-01-10;4;0;1;4;3;LD003;Head on collision;1;149;4;2;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;362;527.412862148608
4293;2013-01-11;5;0;1;4;3;LD003;Head on collision;0;31;4;1;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;20030;29135.392616467205
4294;2013-01-12;6;1;1;4;3;LD003;Head on collision;1;158;4;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;34.10580607283201
4295;2013-01-14;1;0;1;4;3;LD003;Head on collision;0;135;7;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;21344;31046.62951831783
4296;2013-01-14;1;0;1;4;3;LD003;Head on collision;0;5;4;2;0;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70;102.29626077056001
4297;2013-01-14;1;0;1;4;3;LD003;Head on collision;2;196;7;1;0;23;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.0
4298;2013-01-14;1;0;1;4;3;LD003;Head on collision;2;274;1;2;1;23;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;34.10580607283201
4299;2013-01-15;2;0;1;4;3;LD003;Head on collision;0;308;7;3;0;13;1;1;1;1;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;24583;35757.86423746662
4300;2013-01-15;2;0;1;4;3;LD003;Head on collision;1;171;7;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1081;1573.098568937472
4301;2013-01-15;2;0;1;4;3;LD003;Head on collision;0;132;7;3;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;406;591.075622988032
4302;2013-01-15;2;0;1;4;3;LD003;Head on collision;1;273;4;3;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;761;1108.2694377835521
4303;2013-01-16;3;0;1;4;3;LD003;Head on collision;0;54;7;1;1;16;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4304;2013-01-16;3;0;1;4;3;LD003;Head on collision;1;202;7;3;0;21;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5293;7699.152989014529
4305;2013-01-16;3;0;1;4;3;LD003;Head on collision;0;323;4;3;1;14;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;24180;35172.05681901466
4306;2013-01-17;4;0;1;4;3;LD003;Head on collision;0;117;7;3;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4307;2013-01-17;4;0;1;4;0;LD003;Head on collision;14;264;6;0;2;12;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;25956;37754.661858770436
4308;2013-01-17;4;0;1;4;3;LD003;Head on collision;4;169;7;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.0
4309;2013-01-18;5;0;1;4;3;LD003;Head on collision;7;169;4;3;1;9;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4310;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;265;4;3;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;7424;10798.930686117888
4311;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;258;7;3;1;11;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4312;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;118;4;3;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4313;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;109;4;3;1;15;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2823;4107.253052919808
4314;2013-01-18;5;0;1;4;3;LD003;Head on collision;5;263;7;3;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3342;4861.664173973761
4315;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;206;4;3;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70;102.29626077056001
4316;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;70;4;3;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;1978.3906415994884
4317;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;255;4;3;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4318;2013-01-18;5;0;1;4;3;LD003;Head on collision;0;230;4;3;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4319;2013-01-18;5;0;1;4;3;LD003;Head on collision;3;34;7;3;0;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4466;6496.415546196737
4320;2013-01-18;5;0;1;4;3;LD003;Head on collision;3;275;7;3;1;16;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1859;2704.3026802836484
4321;2013-01-18;5;0;1;4;0;LD003;Head on collision;6;279;7;0;2;21;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;16363;23802.128928000002
4322;2013-01-18;5;0;1;4;2;LD003;Head on collision;1;278;7;3;0;19;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;27905;40590.47923542426
4323;2013-01-19;6;1;1;4;3;LD003;Head on collision;2;37;4;3;1;13;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;420;610.963624047872
4324;2013-01-20;7;1;1;4;3;LD003;Head on collision;1;5;4;3;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;1548.9790782904322
4325;2013-01-20;7;1;1;4;3;LD003;Head on collision;0;102;4;3;0;10;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8762;12745.902517532419
4326;2013-01-21;1;0;1;4;3;LD003;Head on collision;2;139;2;3;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2668;3881.820445161728
4327;2013-01-21;1;0;1;4;4;LD003;Head on collision;86;132;4;2;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4061;5907.519140346113
4328;2013-01-22;2;0;1;4;3;LD003;Head on collision;0;204;4;3;1;10;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1268;1845.77575793664
4329;2013-01-22;2;0;1;4;3;LD003;Head on collision;0;309;7;1;0;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;253;368.28769622195205
4330;2013-01-22;2;0;1;4;4;LD003;Head on collision;91;250;6;0;2;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4331;2013-01-23;3;0;1;4;3;LD003;Head on collision;0;5;4;3;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;7368;10717.474511564289
4332;2013-01-23;3;0;1;4;0;LD003;Head on collision;19;160;6;0;2;10;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.0
4333;2013-01-23;3;0;1;4;3;LD003;Head on collision;0;275;4;3;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;7609;11067.820691936513
4334;2013-01-24;4;0;1;4;3;LD003;Head on collision;0;277;7;3;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2778;4041.9188536934407
4335;2013-01-24;4;0;1;4;3;LD003;Head on collision;0;319;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;484;704.521858820864
4336;2013-01-25;5;0;1;4;3;LD003;Head on collision;0;128;2;3;0;13;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;8588;12492.79596787405
4337;2013-01-25;5;0;1;4;3;LD003;Head on collision;1;284;4;3;1;21;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1064;1548.005835685376
4338;2013-01-26;6;1;1;4;3;LD003;Head on collision;0;138;7;3;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3976;5784.0231167436805
4339;2013-01-28;1;0;1;4;2;LD003;Head on collision;0;307;4;3;1;8;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5512;8017.8476272744965
4340;2013-01-28;1;0;1;4;3;LD003;Head on collision;0;157;4;3;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3163;4602.1046026949125
4341;2013-01-28;1;0;1;4;3;LD003;Head on collision;0;121;4;2;0;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.0
4342;2013-01-29;2;0;1;4;4;LD003;Head on collision;1;170;7;1;1;17;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6345;9229.301938641922
4343;2013-01-29;2;0;1;4;1;LD003;Head on collision;0;318;7;2;0;11;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4344;2013-01-29;2;0;1;4;3;LD003;Head on collision;1;123;7;2;0;12;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;23;34.10580607283201
4345;2013-01-30;3;0;1;4;3;LD003;Head on collision;0;243;7;1;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;272;396.9348807272961
4346;2013-01-30;3;0;1;4;3;LD003;Head on collision;1;145;4;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
4347;2013-01-31;4;0;1;4;2;LD003;Head on collision;0;313;4;1;1;10;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;15564;22639.188644749825
4348;2013-01-31;4;0;1;4;3;LD003;Head on collision;1;143;4;2;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
4349;2013-02-01;5;0;2;4;3;LD003;Head on collision;2;251;4;1;1;18;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1259;1831.325220996352
4350;2013-02-02;6;1;2;4;3;LD003;Head on collision;1;143;4;1;1;9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;398;579.5448138629121
4351;2013-02-02;6;1;2;4;3;LD003;Head on collision;0;246;4;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;23;34.126963520768
4352;2013-02-02;6;1;2;4;0;LD003;Head on collision;11;148;6;0;2;14;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.0
4353;2013-02-03;7;1;2;4;3;LD003;Head on collision;1;263;4;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1747;2541.8769524789764
4354;2013-02-04;1;0;2;4;3;LD003;Head on collision;0;293;7;1;1;7;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;12303;17895.985021769728
4355;2013-02-04;1;0;2;4;3;LD003;Head on collision;1;243;4;1;1;19;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4356;2013-02-05;2;0;2;4;1;LD003;Head on collision;0;80;4;3;1;9;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
4357;2013-02-05;2;0;2;4;1;LD003;Head on collision;0;198;4;3;0;8;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1438;2092.027294463744
4358;2013-02-05;2;0;2;4;3;LD003;Head on collision;0;134;4;3;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1319;1918.7477958679042
4359;2013-02-05;2;0;2;4;3;LD003;Head on collision;0;339;4;3;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;739;1076.1312743687681
4360;2013-02-07;4;0;2;4;3;LD003;Head on collision;0;99;7;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;7528;10950.375698443777
4361;2013-02-07;4;0;2;4;4;LD003;Head on collision;89;266;6;0;2;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;46;68.253927041536
4362;2013-02-07;4;0;2;4;3;LD003;Head on collision;0;159;4;2;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;8415;12240.260669309953
4363;2013-02-07;4;0;2;4;3;LD003;Head on collision;0;142;4;1;1;16;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;964;1403.6274109701121
4364;2013-02-07;4;0;2;4;3;LD003;Head on collision;1;83;7;1;0;8;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12545;18248.595049071104
